SRIDU,PopTotAge,Pop0_14,Pop15_64,Pop65plus,TotalLog,MaisonIndiv,MaisonJumulee,MaisonRangee,AppartDuplex,AppartMoins5E,Appart5EtPlus,AutreMaisonIndivAttenante,LogementMobile,TotalMenag,Menage1pers,Menage2pers,Menage3pers,Menage4pers,Menage5pPlus,RevMedMenage,PopTotMFRApI,PopTotMFR,PopTotMFRPct,TotalMenag2,Proprietaire,Locataire,TotalLog2,Log1960ouAv,Log1961_80,Log1981_90,Log1991_00,Log2001_05,Log2006_10,Log2011_15,Log2016_21,ValeurMedLog,ValeurMoyLog,LoyerMedian,LoyerMoyen
"4620873.02 (SR), Montréal (RMR) (4620873.02) (00000)",4485,790,2995,700,2255,155,45,5,75,1960,15,5,0,2255,995,695,310,145,100,53600,4485,885,19.8,2255,360,1895,2255,395,1290,305,100,20,75,20,45,300000,297000,810,810
"4620874.00 (SR), Montréal (RMR) (4620874.00) (00000)",5230,955,3535,745,2385,515,45,0,210,1605,5,15,0,2380,925,750,310,240,160,61200,5205,825,15.9,2385,735,1650,2385,610,1085,315,120,45,60,60,90,348000,352000,800,852
"4620875.00 (SR), Montréal (RMR) (4620875.00) (00000)",4915,830,3300,790,2520,240,50,0,25,2205,0,0,0,2520,1210,710,270,195,130,52800,4915,950,19.3,2530,615,1915,2530,350,1405,430,185,70,50,15,20,280000,309000,775,800
"4620876.01 (SR), Montréal (RMR) (4620876.01) (00000)",4160,990,2720,455,1685,345,5,0,5,1335,0,0,0,1685,525,490,280,205,185,60000,4145,910,22,1680,370,1305,1680,185,1025,210,165,25,25,0,40,400000,374000,810,852
"4620876.04 (SR), Montréal (RMR) (4620876.04) (00000)",8280,1825,5375,1085,2935,1690,495,295,5,445,0,0,0,2930,455,985,545,630,310,124000,8280,305,3.6,2930,2720,215,2930,45,415,760,565,310,195,440,205,448000,453200,800,775
"4620876.05 (SR), Montréal (RMR) (4620876.05) (00000)",9330,1400,5660,2275,4095,1310,475,30,30,2250,0,0,0,4095,1305,1615,510,450,215,89000,9020,575,6.4,4095,2955,1135,4095,145,1545,770,165,80,345,525,525,400000,448400,870,966
"4620876.06 (SR), Montréal (RMR) (4620876.06) (00000)",6065,1240,3955,870,2480,555,210,335,5,1370,0,0,0,2480,735,810,365,325,240,72500,6050,955,15.8,2480,1185,1295,2480,100,975,485,670,50,45,20,130,372000,387000,810,846
"4620876.07 (SR), Montréal (RMR) (4620876.07) (00000)",2535,320,1355,860,1050,325,110,80,5,420,110,0,0,1045,430,335,115,105,65,74500,2230,235,10.5,1060,645,415,1060,10,195,145,245,100,95,95,175,348000,365000,1090,1124
"4620877.01 (SR), Montréal (RMR) (4620877.01) (00000)",9320,1090,5145,3085,4185,1115,245,185,20,2475,140,0,0,4185,1600,1575,410,445,155,89000,8580,445,5.2,4185,3245,935,4185,50,155,755,960,815,570,605,275,380000,460800,1350,1352
"4620877.02 (SR), Montréal (RMR) (4620877.02) (00000)",6290,1110,3590,1595,2630,800,150,65,15,1590,0,5,0,2630,915,875,360,315,165,69500,5885,750,12.8,2630,1195,1435,2630,330,1520,355,170,65,165,30,0,424000,444000,850,923
"4620878.00 (SR), Montréal (RMR) (4620878.00) (00000)",5455,920,3620,920,2735,420,35,5,285,1990,0,5,0,2730,1235,810,365,190,135,53600,5425,1000,18.4,2735,660,2075,2735,665,1225,335,190,60,105,55,105,348000,361000,810,845
"4620879.01 (SR), Montréal (RMR) (4620879.01) (00000)",3470,565,2335,570,1785,325,10,0,210,1230,0,15,0,1790,850,535,175,145,80,52000,3465,685,19.8,1785,520,1265,1785,455,735,190,120,40,110,40,95,348000,372000,775,814
"4620879.02 (SR), Montréal (RMR) (4620879.02) (00000)",3840,580,2520,735,1960,525,35,0,390,965,5,40,0,1960,885,615,210,190,55,67000,3800,450,11.9,1925,870,1050,1925,1110,485,115,100,15,10,20,65,500000,497000,810,842
"4620880.00 (SR), Montréal (RMR) (4620880.00) (00000)",4165,595,2825,745,2185,535,35,0,250,1345,5,15,5,2180,1070,645,225,165,85,57600,4140,610,14.7,2215,800,1420,2215,845,925,185,105,40,40,15,65,400000,444000,765,804
"4620881.01 (SR), Montréal (RMR) (4620881.01) (00000)",3575,580,2430,565,1820,345,20,0,210,1230,0,15,0,1825,830,550,225,150,65,58400,3575,535,15,1835,565,1265,1835,685,685,120,85,40,75,55,85,348000,378000,745,796
"4620881.02 (SR), Montréal (RMR) (4620881.02) (00000)",3800,620,2665,515,1870,375,15,5,290,1100,65,15,0,1870,830,555,225,170,90,58800,3770,650,17.2,1860,640,1220,1860,640,630,175,130,60,55,75,90,348000,401000,810,846
"4620882.00 (SR), Montréal (RMR) (4620882.00) (00000)",2870,475,1950,440,1405,325,10,5,215,840,0,10,0,1405,620,415,180,115,70,56800,2830,510,18.1,1410,520,885,1410,525,530,115,65,15,25,50,80,352000,374000,810,852
"4620883.00 (SR), Montréal (RMR) (4620883.00) (00000)",2705,325,1895,490,1380,245,25,5,245,840,5,15,0,1375,635,450,165,80,40,59200,2575,360,14.1,1345,585,755,1345,535,345,115,60,55,45,90,95,380000,428000,800,832
"4620884.01 (SR), Montréal (RMR) (4620884.01) (00000)",3595,395,2500,700,1955,0,0,0,0,5,1800,150,0,1950,870,710,235,95,40,62400,3590,700,19.6,1955,405,1550,1955,90,785,430,215,25,210,180,15,400000,394000,1100,1127
"4620884.02 (SR), Montréal (RMR) (4620884.02) (00000)",7585,800,4650,2135,4360,325,185,60,245,1895,1595,60,0,4360,2360,1330,355,220,95,56400,7475,1355,18.1,4360,1520,2840,4360,1355,1740,565,195,65,135,150,160,400000,464400,870,868
"4620885.00 (SR), Montréal (RMR) (4620885.00) (00000)",4050,510,2305,1230,1875,255,55,10,130,1075,355,0,0,1875,935,555,185,115,90,63600,3540,500,14.1,1910,640,1270,1910,520,820,215,120,20,110,15,100,500000,507000,870,914
"4620886.01 (SR), Montréal (RMR) (4620886.01) (00000)",3025,395,2045,590,1505,495,25,65,25,900,0,0,0,1505,600,540,180,135,50,74500,3030,245,8,1500,835,665,1500,150,465,725,135,10,10,10,0,400000,424000,785,796
"4620886.02 (SR), Montréal (RMR) (4620886.02) (00000)",2995,500,2000,495,1265,490,15,225,15,530,0,0,0,1265,330,490,180,185,75,105000,2995,160,5.4,1265,870,400,1265,35,105,880,220,10,10,0,10,500000,513000,970,976
"4620886.03 (SR), Montréal (RMR) (4620886.03) (00000)",3350,440,2095,810,1645,270,105,45,110,1100,15,5,0,1645,755,555,165,120,60,62800,3125,470,15,1645,560,1080,1645,295,520,540,100,10,15,20,140,348000,352000,810,866
"4620887.03 (SR), Montréal (RMR) (4620887.03) (00000)",3650,675,2200,770,1335,1210,65,40,5,15,0,0,0,1330,170,550,225,270,120,131000,3645,95,2.6,1335,1305,30,1335,100,655,530,30,10,0,0,0,500000,503600,1180,1400
"4620887.04 (SR), Montréal (RMR) (4620887.04) (00000)",5120,805,3130,1185,2300,1165,165,170,15,705,85,0,0,2305,735,865,305,270,125,94000,5120,295,5.8,2320,1655,665,2320,285,1505,450,75,0,0,0,0,448000,464000,940,950
"4620887.05 (SR), Montréal (RMR) (4620887.05) (00000)",4640,825,2735,1080,1870,1235,360,65,0,205,0,0,0,1865,400,755,270,325,120,114000,4645,160,3.4,1850,1635,215,1850,35,1465,280,65,10,0,0,0,448000,482400,890,940
"4620887.06 (SR), Montréal (RMR) (4620887.06) (00000)",4380,695,2995,690,1685,1085,125,175,0,295,0,0,0,1685,320,615,320,325,110,140000,4385,105,2.4,1675,1630,50,1675,0,20,200,1120,250,65,0,10,500000,543500,1600,1700
"4620888.01 (SR), Montréal (RMR) (4620888.01) (00000)",3090,445,2160,490,1340,475,105,65,0,695,0,0,0,1340,400,515,175,155,90,125000,3095,110,3.5,1345,1220,130,1345,45,15,60,125,175,405,450,85,452000,734000,1410,1440
"4620888.02 (SR), Montréal (RMR) (4620888.02) (00000)",5445,935,3165,1345,2035,1565,205,185,5,70,0,0,0,2035,395,795,315,380,150,132000,5255,115,2.2,2050,2000,50,2050,0,805,880,245,65,35,10,0,500000,527500,1330,1240
"4620888.03 (SR), Montréal (RMR) (4620888.03) (00000)",5245,615,2505,2125,2120,815,75,85,5,960,185,0,0,2125,575,940,230,275,100,121000,4770,195,4,2100,1860,245,2100,20,0,125,210,675,600,210,270,600000,626000,1640,1680
"4620889.01 (SR), Montréal (RMR) (4620889.01) (00000)",2560,315,1370,875,1280,430,30,25,65,720,0,10,0,1285,635,395,115,105,35,63600,2375,330,13.8,1260,520,740,1260,365,665,70,60,35,0,35,30,428000,462000,860,858
"4620889.02 (SR), Montréal (RMR) (4620889.02) (00000)",2945,485,1770,685,1340,745,105,0,10,465,10,0,0,1335,435,475,205,165,50,88000,2945,150,5.1,1345,975,370,1345,125,735,90,125,35,70,70,100,428000,433000,920,1100
"4620889.03 (SR), Montréal (RMR) (4620889.03) (00000)",4655,705,2805,1140,1980,1495,105,5,115,260,0,0,0,1975,500,800,305,270,110,104000,4635,185,4,1990,1715,275,1990,675,945,105,125,65,65,10,0,448000,462400,900,930
"4620900.00 (SR), Montréal (RMR) (4620900.00) (00000)",4735,750,2720,1265,2155,1180,40,55,95,770,0,15,0,2150,720,840,265,225,105,78500,4655,335,7.2,2165,1425,740,2165,640,975,210,95,30,35,145,30,380000,394800,790,836
"4620901.01 (SR), Montréal (RMR) (4620901.01) (00000)",4845,720,3005,1120,2315,1030,30,50,85,1115,0,5,0,2315,915,810,275,215,95,71000,4750,470,9.9,2330,1320,1015,2330,360,955,305,330,180,70,75,55,348000,364800,850,880
"4620901.02 (SR), Montréal (RMR) (4620901.02) (00000)",4270,745,2650,880,1755,1440,10,20,55,220,0,5,0,1760,425,670,295,245,120,92000,4265,250,5.9,1740,1450,290,1740,190,1025,275,180,20,20,0,25,348000,360800,665,735
"4620901.03 (SR), Montréal (RMR) (4620901.03) (00000)",10250,2365,6075,1810,3915,2360,325,395,25,805,5,0,0,3915,860,1415,585,750,305,111000,10080,360,3.5,3905,3095,810,3905,135,865,385,140,90,850,535,900,412000,454400,1640,1648
"4620902.00 (SR), Montréal (RMR) (4620902.00) (00000)",5935,1135,3600,1200,2410,1255,155,5,430,545,0,15,0,2405,715,865,355,355,125,86000,5590,320,5.7,2405,1590,825,2405,380,685,180,235,500,220,95,105,348000,356400,970,976
"4620903.01 (SR), Montréal (RMR) (4620903.01) (00000)",6830,1100,4235,1495,2970,1660,35,0,0,1265,0,0,0,2965,910,1060,430,415,150,95000,6775,360,5.3,2970,2095,870,2970,40,1460,490,520,235,80,10,135,452000,470800,880,976
"4620903.04 (SR), Montréal (RMR) (4620903.04) (00000)",4145,705,2510,930,1615,1170,65,5,45,300,0,25,0,1615,375,625,240,250,125,96000,4015,170,4.3,1625,1375,245,1625,80,915,245,260,15,10,90,10,380000,382800,860,910
"4620903.05 (SR), Montréal (RMR) (4620903.05) (00000)",3755,700,2435,620,1455,1205,30,5,40,175,0,10,0,1455,265,575,265,245,105,103000,3750,120,3.3,1455,1250,210,1455,30,720,450,150,50,10,10,25,380000,388000,850,920
"4620903.08 (SR), Montréal (RMR) (4620903.08) (00000)",2595,490,1735,380,1020,740,30,0,15,235,0,0,0,1020,230,365,165,180,75,107000,2595,95,3.8,1025,750,270,1025,0,305,570,120,0,15,0,0,400000,396000,850,880
"4620903.09 (SR), Montréal (RMR) (4620903.09) (00000)",6495,1395,4430,660,2580,1170,530,100,115,540,0,15,105,2580,655,820,495,420,190,89000,6490,420,6.5,2580,2070,510,2580,80,320,330,510,240,465,380,250,324000,334400,900,868
"4620903.10 (SR), Montréal (RMR) (4620903.10) (00000)",6825,1620,4545,660,2525,1660,220,5,210,260,0,30,135,2525,480,855,475,460,255,95000,6830,450,6.6,2525,1990,535,2525,145,530,300,285,155,520,275,315,348000,364000,880,920
"4620903.11 (SR), Montréal (RMR) (4620903.11) (00000)",3800,785,2750,265,1270,950,125,40,5,145,0,0,0,1270,175,350,265,335,150,147000,3800,80,2,1260,1100,160,1260,10,70,155,590,310,95,25,15,500000,523000,930,860
"4620903.12 (SR), Montréal (RMR) (4620903.12) (00000)",6230,1105,4300,825,2410,1340,385,60,40,585,0,0,0,2415,525,835,385,510,160,115000,6230,180,2.9,2425,1910,515,2425,35,240,230,895,565,60,95,305,420000,425200,1220,1300
"4620903.13 (SR), Montréal (RMR) (4620903.13) (00000)",2950,515,1820,620,1170,835,60,5,45,170,0,10,40,1170,220,515,160,185,85,114000,2950,120,4,1165,990,175,1165,75,325,180,140,30,140,75,205,500000,527000,1740,1530
"4620903.14 (SR), Montréal (RMR) (4620903.14) (00000)",2695,330,1470,895,870,690,10,0,30,125,0,0,5,870,165,385,130,145,50,105000,2165,90,4,860,780,80,860,55,205,185,145,10,50,60,145,400000,440000,715,960
"4620904.02 (SR), Montréal (RMR) (4620904.02) (00000)",5305,915,3195,1190,2175,1145,85,0,155,780,0,15,0,2180,690,775,310,285,120,90000,4950,385,7.7,2160,1385,770,2160,570,455,230,255,85,125,260,185,448000,502000,860,918
"4620904.03 (SR), Montréal (RMR) (4620904.03) (00000)",4600,890,3230,485,1815,1025,105,120,0,560,0,0,0,1810,445,580,315,340,130,107000,4600,160,3.5,1805,1415,390,1805,100,50,110,1105,345,70,10,20,424000,436000,930,968
"4620904.04 (SR), Montréal (RMR) (4620904.04) (00000)",3540,690,2215,635,1345,1010,160,0,5,165,0,0,0,1340,250,525,200,270,100,115000,3500,130,3.8,1335,1210,130,1335,0,485,650,120,0,10,30,45,400000,397000,740,1000
"4620904.05 (SR), Montréal (RMR) (4620904.05) (00000)",3550,610,2170,775,1545,990,50,10,10,490,0,0,0,1545,415,620,225,205,75,87000,3550,190,5.5,1550,1175,375,1550,35,850,415,130,50,55,25,0,360000,362000,870,892
"4620904.06 (SR), Montréal (RMR) (4620904.06) (00000)",4200,810,2990,395,1530,1090,305,5,10,110,0,0,0,1535,235,575,270,310,140,119000,4200,70,1.7,1560,1475,85,1560,0,70,835,460,65,30,70,20,400000,399200,1090,1100
"4620926.01 (SR), Montréal (RMR) (4620926.01) (00000)",5745,905,3415,1415,2415,1270,115,65,140,820,0,5,0,2415,770,900,335,270,140,77500,5415,500,9.3,2415,1490,925,2415,435,625,435,330,155,140,90,210,400000,408400,880,978
"4620926.02 (SR), Montréal (RMR) (4620926.02) (00000)",4545,720,2935,890,1975,1480,115,15,130,230,0,5,0,1975,535,800,285,245,100,85000,4535,295,6.6,1975,1555,420,1975,205,635,335,350,200,120,55,70,348000,369600,810,852
"4620929.01 (SR), Montréal (RMR) (4620929.01) (00000)",3850,710,2380,760,1605,1240,40,0,25,290,0,5,0,1600,425,595,230,245,110,98000,3850,155,4,1580,1285,295,1580,355,530,220,240,95,35,20,85,400000,406400,950,1020
"4620929.02 (SR), Montréal (RMR) (4620929.02) (00000)",4630,915,3150,570,1730,1540,20,15,35,120,0,5,0,1735,320,610,320,355,135,110000,4630,240,5.2,1760,1570,190,1760,265,280,390,475,200,110,20,25,384000,404800,980,1000
"4620930.02 (SR), Montréal (RMR) (4620930.02) (00000)",9265,1570,5630,2070,4000,1860,355,180,75,1525,0,10,0,4000,1270,1505,515,490,225,93000,8975,510,5.7,4000,3065,940,4000,345,725,585,575,400,755,490,125,400000,432000,1020,1006
"4620930.03 (SR), Montréal (RMR) (4620930.03) (00000)",2580,455,1535,585,975,960,0,5,5,0,0,0,0,970,145,420,145,170,85,119000,2580,85,3.4,970,950,15,970,65,590,180,65,35,15,10,15,480000,515000,,1200
"4620930.04 (SR), Montréal (RMR) (4620930.04) (00000)",7015,1125,4155,1735,2795,2070,60,40,40,585,0,5,0,2795,755,1040,365,415,220,115000,6760,445,6.6,2795,2265,530,2795,440,780,380,485,250,200,140,115,552000,611000,730,820
"4621000.00 (SR), Montréal (RMR) (4621000.00) (00000)",5580,1165,3610,800,2290,1080,240,115,205,620,0,15,0,2285,660,755,410,305,155,75000,5485,645,11.8,2285,1340,945,2285,325,515,340,295,180,320,215,100,300000,315600,790,788
"4621001.00 (SR), Montréal (RMR) (4621001.00) (00000)",3310,630,2190,485,1295,1125,120,10,35,10,0,5,0,1300,320,440,240,175,125,86000,3295,300,9.1,1300,1075,220,1300,200,425,135,225,105,70,55,85,300000,332000,725,715
"4621002.00 (SR), Montréal (RMR) (4621002.00) (00000)",5760,1085,3500,1175,2395,1705,130,20,115,405,0,15,0,2395,660,885,365,315,170,90000,5700,400,7,2400,1845,555,2400,555,760,300,225,210,240,105,10,348000,382400,740,728
"4621003.00 (SR), Montréal (RMR) (4621003.00) (00000)",7475,1340,4705,1430,2925,2095,90,45,70,620,0,5,0,2930,750,1065,435,450,225,91000,7200,460,6.4,2930,2225,705,2930,285,680,395,540,330,290,180,230,360000,400400,830,842
"4621004.00 (SR), Montréal (RMR) (4621004.00) (00000)",5645,1100,3735,810,2410,1155,145,300,105,695,0,5,5,2410,710,865,365,315,145,79500,5620,390,6.9,2410,1615,800,2410,305,370,205,300,260,350,390,225,302000,329600,860,838
"4621005.00 (SR), Montréal (RMR) (4621005.00) (00000)",9620,1890,6000,1730,3990,2570,345,80,80,870,35,5,0,3990,1055,1495,605,575,260,87000,9580,650,6.8,3990,2915,1075,3990,235,490,335,550,510,630,500,740,348000,370800,950,1132
"4621006.01 (SR), Montréal (RMR) (4621006.01) (00000)",7525,1330,4805,1390,3145,2440,85,20,180,395,0,5,10,3145,940,1105,495,365,240,68000,7415,975,13.1,3185,2245,940,3185,440,1230,360,420,185,220,205,120,250000,263600,745,764
"4621006.02 (SR), Montréal (RMR) (4621006.02) (00000)",7150,1750,4660,740,2725,1775,310,15,160,370,0,20,75,2725,620,925,510,390,280,79500,7100,705,10,2695,1970,730,2695,190,380,325,360,275,385,415,365,284000,293200,880,858
"4621006.03 (SR), Montréal (RMR) (4621006.03) (00000)",9355,2540,6085,725,3420,2305,115,0,320,585,0,5,90,3420,685,1110,640,595,390,86000,9350,710,7.6,3410,2355,1055,3410,40,205,125,385,285,750,850,760,300000,312000,920,904
"4621009.00 (SR), Montréal (RMR) (4621009.00) (00000)",5455,1115,3415,920,2165,1550,40,70,110,350,0,10,30,2165,535,800,345,290,195,82000,5395,585,10.8,2165,1470,690,2165,385,585,280,245,150,270,90,155,314000,339600,795,840
"4622001.00 (SR), Montréal (RMR) (4622001.00) (00000)",8545,1835,5255,1455,3280,2285,135,75,125,630,0,15,25,3285,730,1200,550,525,270,93000,8380,475,5.7,3280,2520,760,3280,265,1205,380,330,250,340,240,270,340000,354400,850,916
"4622002.00 (SR), Montréal (RMR) (4622002.00) (00000)",400,50,275,80,170,150,0,0,20,5,0,5,0,175,40,75,25,25,5,88000,400,15,5,175,145,25,175,70,60,10,0,0,0,0,15,348000,375000,,850
"4622004.00 (SR), Montréal (RMR) (4622004.00) (00000)",3060,485,1945,635,1510,500,30,5,145,830,0,5,0,1510,635,505,190,115,65,56800,3010,535,17.8,1510,570,940,1510,425,675,165,85,40,40,45,30,300000,322000,725,756
"4622005.00 (SR), Montréal (RMR) (4622005.00) (00000)",3755,505,2555,685,1940,510,40,30,325,1030,5,0,0,1940,900,615,225,140,65,58400,3720,545,14.8,1940,630,1320,1940,935,485,205,155,55,45,0,55,300000,317000,730,759
"4622007.00 (SR), Montréal (RMR) (4622007.00) (00000)",1510,135,955,410,800,35,30,5,75,460,0,195,0,795,475,225,55,30,15,45200,1285,355,27.6,795,150,640,795,530,115,65,10,0,10,50,0,300000,345000,675,752
"4622008.00 (SR), Montréal (RMR) (4622008.00) (00000)",2545,400,1790,360,1375,115,90,15,235,890,0,35,0,1375,710,395,140,85,50,50800,2520,550,21.7,1400,215,1180,1400,715,270,85,75,30,50,40,140,246000,240000,745,768
"4622009.00 (SR), Montréal (RMR) (4622009.00) (00000)",5465,920,3635,905,2570,1050,115,120,60,1175,0,15,35,2570,935,900,335,300,100,73000,5455,485,8.9,2565,1520,1045,2565,160,605,355,500,275,250,240,170,300000,314000,800,824
"4622011.00 (SR), Montréal (RMR) (4622011.00) (00000)",2480,240,1395,845,1220,135,50,25,260,670,55,30,0,1225,685,360,105,45,25,44800,2045,495,24.1,1205,295,905,1205,805,210,45,65,15,0,25,40,230000,264000,680,738
"4622012.00 (SR), Montréal (RMR) (4622012.00) (00000)",1610,135,815,655,945,180,50,0,110,495,100,5,0,940,525,290,70,45,20,47600,1590,340,21.3,930,325,605,930,480,265,55,15,0,45,35,35,348000,394000,675,756
"4622013.00 (SR), Montréal (RMR) (4622013.00) (00000)",3970,655,2380,935,1710,1125,20,0,35,520,0,5,0,1710,460,695,270,180,105,82000,3950,265,6.7,1720,1170,550,1720,600,925,105,35,15,0,0,40,348000,354000,820,892
"4622014.00 (SR), Montréal (RMR) (4622014.00) (00000)",3900,390,1685,1820,1915,200,105,275,0,1345,0,5,0,1920,900,725,145,95,45,55600,3430,490,14.2,1960,800,1160,1960,60,370,635,535,120,60,75,100,278000,310000,880,946
"4622015.00 (SR), Montréal (RMR) (4622015.00) (00000)",4825,405,2545,1875,3140,220,40,0,25,2845,0,0,0,3140,1940,890,180,85,40,40400,4825,1365,28.2,3095,370,2730,3095,170,1590,765,210,70,10,60,220,300000,338000,745,830
"4622100.00 (SR), Montréal (RMR) (4622100.00) (00000)",1960,375,1280,310,715,675,5,0,0,15,0,5,20,715,105,285,130,135,60,110000,1960,85,4.4,735,710,25,735,35,300,145,105,25,55,30,30,400000,420000,,1200
"4622101.00 (SR), Montréal (RMR) (4622101.00) (00000)",1020,215,645,165,390,310,5,0,5,25,0,5,40,395,80,135,80,60,35,94000,1025,50,4.8,385,340,45,385,90,130,35,65,30,10,0,25,376000,384000,795,1000
"4622102.00 (SR), Montréal (RMR) (4622102.00) (00000)",1040,180,665,195,400,395,0,0,0,0,0,0,0,400,70,170,60,65,35,104000,1040,55,5,395,360,30,395,95,150,80,30,15,0,10,10,400000,446000,,600
"4622103.00 (SR), Montréal (RMR) (4622103.00) (00000)",1665,240,1100,325,740,270,0,0,5,30,0,0,430,740,215,310,100,85,35,74000,1660,135,8.2,730,670,70,730,20,240,280,135,15,15,20,10,200000,251600,710,720
"4622200.00 (SR), Montréal (RMR) (4622200.00) (00000)",5625,1095,3705,835,2195,1425,140,75,10,525,0,10,0,2195,475,815,365,360,180,98000,5620,180,3.2,2195,1680,515,2195,35,230,245,720,545,255,65,100,376000,378000,940,952
"4622201.00 (SR), Montréal (RMR) (4622201.00) (00000)",4350,775,2855,720,1715,1190,115,45,5,340,0,15,0,1710,365,625,310,300,115,99000,4350,170,3.9,1725,1460,260,1725,25,470,560,325,200,115,20,15,324000,345600,800,840
"4622202.00 (SR), Montréal (RMR) (4622202.00) (00000)",7800,1435,4810,1555,3180,2000,110,5,35,940,0,10,90,3185,770,1225,475,490,220,95000,7780,350,4.5,3175,2340,835,3175,100,375,775,625,370,400,110,420,400000,426800,1000,1300
"4622203.00 (SR), Montréal (RMR) (4622203.00) (00000)",3910,790,2520,595,1455,1430,10,0,5,5,0,5,0,1450,240,570,235,270,135,117000,3910,135,3.5,1465,1415,45,1465,170,275,160,110,205,230,145,170,448000,516500,1030,880
"4622204.00 (SR), Montréal (RMR) (4622204.00) (00000)",960,185,620,155,365,335,0,0,5,15,0,0,5,360,50,155,70,60,30,105000,955,35,3.6,370,320,50,370,40,105,50,30,20,15,20,85,400000,456000,1130,1160
"4622205.00 (SR), Montréal (RMR) (4622205.00) (00000)",4165,765,2600,800,1705,860,90,80,5,615,0,0,55,1710,495,600,250,260,105,90000,4035,285,7,1695,1275,425,1695,35,200,160,445,250,410,115,90,400000,429000,870,832
"4622206.00 (SR), Montréal (RMR) (4622206.00) (00000)",1905,380,1285,240,665,545,10,0,10,95,0,5,0,670,100,230,120,145,75,117000,1905,50,2.6,655,550,105,655,90,165,45,35,105,75,110,25,448000,456000,960,1000
"4622207.00 (SR), Montréal (RMR) (4622207.00) (00000)",915,165,570,175,330,325,0,0,0,0,0,0,5,335,45,145,55,55,40,119000,915,25,2.8,340,320,20,340,15,135,95,35,30,0,10,10,448000,562000,,1100
"4622300.00 (SR), Montréal (RMR) (4622300.00) (00000)",2910,505,1660,740,1280,715,5,0,45,500,0,15,0,1285,430,485,160,120,90,72000,2840,300,10.6,1305,750,555,1305,285,495,145,125,120,65,25,55,348000,372000,770,792
"4622301.00 (SR), Montréal (RMR) (4622301.00) (00000)",3305,505,1810,995,1545,340,50,30,255,820,0,50,0,1540,735,480,175,95,60,51200,2920,560,19.1,1520,475,1045,1520,750,315,160,75,30,35,65,90,250000,284000,765,804
"4622302.00 (SR), Montréal (RMR) (4622302.00) (00000)",2540,345,1540,660,1200,585,25,45,60,470,5,10,0,1205,460,430,145,110,50,63600,2485,245,9.9,1195,645,550,1195,205,405,285,170,65,40,15,0,300000,307500,750,784
